class_id,file,reid_split,segmentation_split
16,4403_101114_07G.JPG,database,training
17,17G.JPG,database,training
17,17D.JPG,database,testing
17,IMG_0087.JPG,database,testing
17,IMG_0085.JPG,database,validation
17,IMG_0086.JPG,database,validation
17,IMG_0088.JPG,database,testing
18,18D.JPG,database,training
18,18G.JPG,database,training
18,IMG_0090.JPG,database,training
18,IMG_0089.JPG,database,validation
19,IMG_7b.JPG,query,testing
19,IMG_4051.JPG,query,validation
19,IMG_4050.JPG,query,training
19,IMG_4052.JPG,query,training
19,IMG_7a.JPG,query,training
19,IMG_7c.JPG,query,testing
19,IMG_0091.JPG,database,validation
19,IMG_0093.JPG,database,testing
19,19G.JPG,database,validation
19,IMG_0094.JPG,database,validation
19,IMG_0092.JPG,database,training
19,19D.JPG,database,testing
20,20G.JPG,database,validation
20,IMG_0095.JPG,database,testing
20,20D.JPG,database,validation
20,IMG_0096.JPG,database,validation
21,1450_101114_15D.JPG,database,training
21,21G.JPG,database,testing
21,1450_101114_P15D.JPG,database,testing
21,IMG_0098.JPG,database,testing
21,21D.JPG,database,training
21,IMG_5b.JPG,query,validation
21,1450_020415_11D.JPG,query,testing
21,IMG_5cJPG.JPG,query,training
21,IMG_5a.JPG,query,training
21,1450_101114_15G.JPG,database,testing
21,1450_020415_11G.JPG,query,testing
21,1450_020415_P11D.JPG,query,validation
21,IMG_0097.JPG,database,validation
22,0002_101114_10D.JPG,database,testing
22,0002_101114_P10D.JPG,database,validation
22,0002_101114_10G.JPG,database,training
23,0003_101114_14G.JPG,database,testing
23,0003_101114_P14b.JPG,database,testing
23,0003_101114_14D.JPG,database,training
23,0003_101114_P14a.JPG,database,training
24,0005_101114_21G.JPG,database,validation
24,0005_101114_21D.JPG,database,testing
24,0005_101114_P21D.JPG,database,training
25,0029_101114_23D.JPG,database,testing
25,0029_101114_23DG.JPG,database,training
25,0029_101114_P23D.JPG,database,testing
26,IMG_3c.JPG,query,training
26,002A_101114_24G.JPG,database,testing
26,002A_101114_24D.JPG,database,training
26,IMG_3a.JPG,query,training
26,IMG_3b.JPG,query,training
26,002A_101114_P24D.JPG,database,testing
27,002B_101114_20D.JPG,database,testing
27,002B_101114_20G.JPG,database,training
27,002B_101114_P20D.JPG,database,training
28,002D_101114_P17D.JPG,database,training
28,002D_101114_17D.JPG,database,validation
28,002D_101114_17G.JPG,database,testing
29,002E_101114_P25D.JPG,database,training
29,002E_101114_25D.JPG,database,testing
29,002E_101114_25G.JPG,database,testing
30,0030_101114_06D.JPG,database,validation
30,0030_101114_P06.JPG,database,training
30,0030_101114_06G.JPG,database,training
31,0031_101114_P11D.JPG,database,testing
31,0031_101114_11D.JPG,database,training
31,0031_101114_11G.JPG,database,testing
32,0032_101114_P22D.JPG,database,training
32,0032_101114_22D.JPG,database,testing
32,0032_101114_22G.JPG,database,validation
33,0036_101114_18D.JPG,database,training
33,0036_101114_18G.JPG,database,training
33,0036_101114_P18D.JPG,database,training
34,0037_101114_P09D.JPG,database,validation
34,0037_101114_09G.JPG,database,training
34,0037_101114_09D.JPG,database,training
35,0038_101114_19G.JPG,database,testing
35,0038_101114_P19D.JPG,database,validation
35,0038_101114_19D.JPG,database,validation
36,0039_101114_16G.JPG,database,training
36,0039_101114_16D.JPG,database,validation
36,0039_101114_P16D.JPG,database,testing
37,003A_101114_12D.JPG,database,testing
37,003A_101114_12G.JPG,database,training
37,003A_101114_P12D.JPG,database,training
38,9E7E_101114_13G.JPG,database,testing
38,IMG_4a.JPG,query,testing
38,9E7E_101114_13D.JPG,database,training
38,IMG_4c.JPG,query,training
38,IMG_4b.JPG,query,testing
38,9E7E_101114_P13D.JPG,database,testing
